"","x"
"318",0.270632088184357
"319",0.807083949446678
"320",0.270632088184357
"321",0.228594124317169
"322",0.703890562057495
"323",0.843757852911949
"324",0.734567523002625
"325",0.21607506275177
"326",0.357288539409637
"327",0.471043348312378
"328",0.228594124317169
"329",0.64030995965004
"330",0.754596933722496
"331",0.143669545650482
"332",0.849136024713516
"333",0.678975284099579
"334",0.739645540714264
"335",0.593915373086929
"336",0.807083949446678
"337",0.231718838214874
"338",0.231718838214874
"339",0.806756466627121
"340",0.813126236200333
"341",0.501463353633881
"342",0.778287634253502
"343",0.200367748737335
"344",0.771408095955849
"345",0.838713377714157
"346",0.135949373245239
"347",0.843452394008636
"348",0.356354653835297
"349",0.849136024713516
"350",0.377266883850098
"351",0.175418496131897
"352",0.682427585124969
"353",0.838713377714157
"354",0.446782171726227
"355",0.257033228874207
"356",0.172458946704865
"357",0.849136024713516
"358",0.410402119159698
"359",0.813796490430832
"360",0.821151733398438
"361",0.833036705851555
"362",0.496803283691406
"363",0.19196218252182
"364",0.441523611545563
"365",0.732337564229965
"366",0.813796490430832
"367",0.225079357624054
"368",0.739645540714264
"369",0.843757852911949
"370",0.111630082130432
"371",0.194116652011871
"372",0.593915373086929
"373",0.618011981248856
"374",0.827479407191277
"375",0.827479407191277
"376",0.349233269691467
"377",0.736113846302032
"378",0.134399592876434
"379",0.593915373086929
"380",0.446782171726227
"381",0.0996622443199158
"382",0.827479407191277
"383",0.244861125946045
"384",0.727997153997421
"385",0.838713377714157
"386",0.682427585124969
"387",0.739645540714264
"388",0.843452394008636
"389",0.813796490430832
"390",0.849136024713516
"391",0.771408095955849
"392",0.270632088184357
"393",0.674256324768066
"394",0.288770735263824
"395",0.827479407191277
"396",0.843757852911949
"397",0.180415332317352
"398",0.111630082130432
"399",0.111630082130432
"400",0.746017217636108
"401",0.761826232075691
"402",0.783003300428391
"403",0.821151733398438
"404",0.721134155988693
"405",0.785346135497093
"406",0.255575656890869
"407",0.633965402841568
"408",0.622169345617294
"409",0.467740714550018
"410",0.754596933722496
"411",0.807083949446678
"412",0.200367748737335
"413",0.754596933722496
"414",0.821151733398438
"415",0.312138140201569
"416",0.849136024713516
"417",0.779447287321091
"418",0.659114688634872
"419",0.815042689442635
"420",0.228594124317169
"421",0.459762036800385
"422",0.746017217636108
"423",0.798582032322884
"424",0.849136024713516
"425",0.827479407191277
"426",0.789704024791718
"427",0.228594124317169
"428",0.111630082130432
"429",0.809230118989944
"430",0.807083949446678
"431",0.215186417102814
"432",0.682427585124969
"433",0.754596933722496
"434",0.849136024713516
"435",0.757151305675507
"436",0.538753747940063
"437",0.813126236200333
"438",0.566802948713303
"439",0.73404660820961
"440",0.745136916637421
"441",0.471043348312378
"442",0.691396057605743
"443",0.801503092050552
"444",0.703890562057495
"445",0.78185547888279
"446",0.349233269691467
"447",0.200367748737335
"448",0.774715140461922
"449",0.541030317544937
"450",0.849136024713516
"451",0.446782171726227
"452",0.849136024713516
"453",0.362323582172394
"454",0.39350950717926
"455",0.827479407191277
"456",0.791645064949989
"457",0.849136024713516
"458",0.203446745872498
"459",0.696672737598419
"460",0.73404660820961
"461",0.682427585124969
"462",0.111630082130432
"463",0.837910279631615
"464",0.73404660820961
"465",0.180415332317352
"466",0.754596933722496
"467",0.0977199077606201
"468",0.815885007381439
"469",0.838713377714157
"470",0.200367748737335
"471",0.827479407191277
"472",0.777341574430466
"473",0.739645540714264
"474",0.791645064949989
"475",0.813796490430832
"476",0.707555562257767
"477",0.849136024713516
"478",0.843757852911949
"479",0.194116652011871
"480",0.849136024713516
"481",0.618011981248856
"482",0.739645540714264
"483",0.135949373245239
"484",0.754596933722496
"485",0.80473256111145
"486",0.849136024713516
"487",0.362323582172394
"488",0.328673779964447
"489",0.813796490430832
"490",0.799852564930916
"491",0.702231764793396
"492",0.771408095955849
"493",0.187768757343292
"494",0.752975508570671
"495",0.813126236200333
"496",0.82687021791935
"497",0.228594124317169
"498",0.813796490430832
"499",0.843757852911949
"500",0.838713377714157
"501",0.843757852911949
"502",0.192552745342255
"503",0.813796490430832
"504",0.21607506275177
"505",0.72309872508049
"506",0.162770390510559
"507",0.821151733398438
"508",0.815885007381439
"509",0.739645540714264
"510",0.135949373245239
"511",0.787593439221382
"512",0.270632088184357
"513",0.843452394008636
"514",0.659114688634872
"515",0.270632088184357
"516",0.813796490430832
"517",0.682427585124969
"518",0.787593439221382
"519",0.717010796070099
"520",0.111630082130432
"521",0.691396057605743
"522",0.593915373086929
"523",0.771408095955849
"524",0.825733795762062
"525",0.807083949446678
"526",0.180822908878326
"527",0.471043348312378
"528",0.39350950717926
"529",0.21607506275177
"530",0.791645064949989
"531",0.203446745872498
"532",0.682427585124969
"533",0.21607506275177
"534",0.843757852911949
"535",0.111630082130432
"536",0.833036705851555
"537",0.603932738304138
"538",0.778287634253502
"539",0.703890562057495
"540",0.180822908878326
"541",0.763828456401825
"542",0.843757852911949
"543",0.761826232075691
"544",0.813126236200333
"545",0.849136024713516
"546",0.754596933722496
"547",0.410402119159698
"548",0.836832031607628
"549",0.754596933722496
"550",0.703890562057495
"551",0.566802948713303
"552",0.228594124317169
"553",0.821151733398438
"554",0.794459328055382
"555",0.849136024713516
"556",0.849136024713516
"557",0.838713377714157
"558",0.610240519046783
"559",0.288247227668762
"560",0.843452394008636
"561",0.111630082130432
"562",0.566802948713303
"563",0.849136024713516
"564",0.843757852911949
"565",0.704941213130951
"566",0.801503092050552
"567",0.228594124317169
"568",0.571919113397598
"569",0.843452394008636
"570",0.827479407191277
"571",0.763040632009506
"572",0.652597367763519
"573",0.771408095955849
"574",0.335298359394073
"575",0.815885007381439
"576",0.734567523002625
"577",0.726420938968658
"578",0.78185547888279
"579",0.811507791280746
"580",0.849136024713516
"581",0.798388451337814
"582",0.0977199077606201
"583",0.771620184183121
"584",0.813796490430832
"585",0.270632088184357
"586",0.21607506275177
"587",0.815885007381439
"588",0.821151733398438
"589",0.111630082130432
"590",0.849136024713516
"591",0.783003300428391
"592",0.843757852911949
"593",0.807083949446678
"594",0.754596933722496
"595",0.72289976477623
"596",0.111630082130432
"597",0.0977199077606201
"598",0.270632088184357
"599",0.0977199077606201
"600",0.849136024713516
"601",0.650311142206192
"602",0.78185547888279
"603",0.643769711256027
"604",0.849136024713516
"605",0.682427585124969
"606",0.757151305675507
"607",0.807083949446678
"608",0.401898145675659
"609",0.825733795762062
"610",0.797300919890404
"611",0.838713377714157
"612",0.813796490430832
"613",0.836832031607628
"614",0.180415332317352
"615",0.739645540714264
"616",0.567593097686768
"617",0.172458946704865
"618",0.120878040790558
"619",0.761826232075691
"620",0.82687021791935
"621",0.401898145675659
"622",0.192552745342255
"623",0.819356098771095
"624",0.200367748737335
"625",0.849136024713516
"626",0.19196218252182
"627",0.843757852911949
"628",0.200367748737335
"629",0.716044276952744
"630",0.82687021791935
"631",0.656129062175751
"632",0.73404660820961
"633",0.231718838214874
"634",0.827479407191277
"635",0.774366974830627
"636",0.111630082130432
"637",0.849136024713516
"638",0.111630082130432
"639",0.141003608703613
"640",0.616134434938431
"641",0.471043348312378
"642",0.81367015838623
"643",0.500658601522446
"644",0.702231764793396
"645",0.180415332317352
"646",0.813126236200333
"647",0.705448061227798
"648",0.794459328055382
"649",0.120878040790558
"650",0.761826232075691
"651",0.838713377714157
"652",0.270632088184357
"653",0.849136024713516
"654",0.682427585124969
"655",0.833036705851555
"656",0.312138140201569
"657",0.824879556894302
"658",0.180415332317352
"659",0.21607506275177
"660",0.270632088184357
"661",0.754596933722496
"662",0.849136024713516
"663",0.682427585124969
"664",0.566802948713303
"665",0.180415332317352
"666",0.798388451337814
"667",0.200367748737335
"668",0.849136024713516
"669",0.704941213130951
"670",0.791645064949989
"671",0.813796490430832
"672",0.798582032322884
"673",0.813796490430832
"674",0.753346174955368
"675",0.763828456401825
"676",0.401898145675659
"677",0.827479407191277
"678",0.739645540714264
"679",0.775889798998833
"680",0.831258609890938
"681",0.762392103672028
"682",0.791645064949989
"683",0.791645064949989
"684",0.111630082130432
"685",0.780438244342804
"686",0.838713377714157
"687",0.763828456401825
"688",0.194116652011871
"689",0.446782171726227
"690",0.703890562057495
"691",0.849136024713516
"692",0.783202901482582
"693",0.771408095955849
"694",0.797300919890404
"695",0.849136024713516
"696",0.849136024713516
"697",0.623093008995056
"698",0.849136024713516
"699",0.849136024713516
"700",0.618011981248856
"701",0.843757852911949
"702",0.771408095955849
"703",0.589547276496887
"704",0.739645540714264
"705",0.659114688634872
"706",0.838713377714157
"707",0.824879556894302
"708",0.771408095955849
"709",0.542669624090195
"710",0.5238898396492
"711",0.815885007381439
"712",0.32964026927948
"713",0.255575656890869
"714",0.754596933722496
"715",0.785346135497093
"716",0.843757852911949
"717",0.228594124317169
"718",0.849136024713516
"719",0.135949373245239
"720",0.141003608703613
"721",0.838713377714157
"722",0.739645540714264
"723",0.806395292282104
"724",0.849136024713516
"725",0.111630082130432
"726",0.614876687526703
"727",0.312138140201569
"728",0.141003608703613
"729",0.785346135497093
"730",0.739645540714264
"731",0.180415332317352
"732",0.200367748737335
"733",0.682427585124969
"734",0.849136024713516
"735",0.739645540714264
"736",0.72309872508049
"737",0.849136024713516
"738",0.849136024713516
"739",0.757151305675507
"740",0.849136024713516
"741",0.111630082130432
"742",0.791461586952209
"743",0.704941213130951
"744",0.242312848567963
"745",0.827479407191277
"746",0.751802518963814
"747",0.838713377714157
"748",0.754596933722496
"749",0.838713377714157
"750",0.745136916637421
"751",0.111630082130432
"752",0.813796490430832
"753",0.849136024713516
"754",0.82687021791935
"755",0.754596933722496
"756",0.72289976477623
"757",0.813126236200333
"758",0.843757852911949
"759",0.682427585124969
"760",0.831102475523949
"761",0.118028998374939
"762",0.362323582172394
"763",0.496803283691406
"764",0.47624546289444
"765",0.702231764793396
"766",0.813796490430832
"767",0.821151733398438
"768",0.111630082130432
"769",0.775889798998833
"770",0.849136024713516
"771",0.739645540714264
"772",0.849136024713516
"773",0.72289976477623
"774",0.413752675056458
"775",0.836832031607628
"776",0.771620184183121
"777",0.401898145675659
"778",0.704941213130951
"779",0.843452394008636
"780",0.180415332317352
"781",0.815885007381439
"782",0.175048053264618
"783",0.797300919890404
"784",0.734567523002625
"785",0.754596933722496
"786",0.58485209941864
"787",0.231718838214874
"788",0.825733795762062
"789",0.836832031607628
"790",0.827479407191277
"791",0.703890562057495
"792",0.270632088184357
"793",0.739645540714264
"794",0.849136024713516
"795",0.813796490430832
"796",0.849136024713516
"797",0.771408095955849
"798",0.79053071141243
"799",0.134399592876434
"800",0.790147095918655
"801",0.778287634253502
"802",0.220044493675232
"803",0.713475108146667
"804",0.825733795762062
"805",0.791645064949989
"806",0.212859869003296
"807",0.180415332317352
"808",0.129067122936249
"809",0.288247227668762
"810",0.564919233322144
"811",0.807083949446678
"812",0.796869084239006
"813",0.0870971083641052
"814",0.849136024713516
"815",0.771408095955849
"816",0.849136024713516
"817",0.172458946704865
"818",0.739645540714264
"819",0.613904118537903
"820",0.843034788966179
"821",0.849136024713516
"822",0.798582032322884
"823",0.270632088184357
"824",0.849136024713516
"825",0.141003608703613
"826",0.134399592876434
"827",0.702231764793396
"828",0.194116652011871
"829",0.231718838214874
"830",0.496803283691406
"831",0.849136024713516
"832",0.78185547888279
"833",0.797300919890404
"834",0.270632088184357
"835",0.72444674372673
"836",0.446782171726227
"837",0.111630082130432
"838",0.691396057605743
"839",0.798388451337814
"840",0.794459328055382
"841",0.843757852911949
"842",0.806756466627121
"843",0.58485209941864
"844",0.172458946704865
"845",0.754596933722496
"846",0.849136024713516
"847",0.6678826212883
"848",0.849136024713516
"849",0.180415332317352
"850",0.111630082130432
"851",0.682427585124969
"852",0.813796490430832
"853",0.843757852911949
"854",0.783003300428391
"855",0.778287634253502
"856",0.244861125946045
"857",0.200367748737335
"858",0.238821923732758
"859",0.515881657600403
"860",0.813126236200333
"861",0.754596933722496
"862",0.824879556894302
"863",0.352825343608856
"864",0.135949373245239
"865",0.622169345617294
"866",0.821151733398438
"867",0.739645540714264
"868",0.307069420814514
"869",0.159472405910492
"870",0.843757852911949
"871",0.228594124317169
"872",0.827479407191277
"873",0.111630082130432
"874",0.789704024791718
"875",0.813796490430832
"876",0.593915373086929
"877",0.825733795762062
"878",0.702231764793396
"879",0.849136024713516
"880",0.833036705851555
"881",0.834768980741501
"882",0.566802948713303
"883",0.72289976477623
"884",0.392091393470764
"885",0.813796490430832
"886",0.778287634253502
"887",0.682427585124969
"888",0.754596933722496
"889",0.471043348312378
"890",0.807617127895355
"891",0.849136024713516
"892",0.108039379119873
"893",0.849136024713516
"894",0.838713377714157
"895",0.255575656890869
"896",0.815885007381439
"897",0.827479407191277
"898",0.849136024713516
"899",0.771408095955849
"900",0.798388451337814
"901",0.798388451337814
"902",0.849136024713516
"903",0.827479407191277
"904",0.791843429207802
"905",0.610240519046783
"906",0.819356098771095
"907",0.849136024713516
"908",0.827479407191277
"909",0.593915373086929
"910",0.813126236200333
"911",0.791645064949989
"912",0.111630082130432
"913",0.778287634253502
"914",0.180415332317352
"915",0.739645540714264
"916",0.807617127895355
"917",0.843757852911949
"918",0.734567523002625
"919",0.827479407191277
"920",0.783003300428391
"921",0.821151733398438
"922",0.603932738304138
"923",0.111630082130432
"924",0.849136024713516
"925",0.849136024713516
"926",0.659114688634872
"927",0.825733795762062
"928",0.763828456401825
"929",0.726420938968658
"930",0.459762036800385
"931",0.833036705851555
"932",0.674256324768066
"933",0.811507791280746
"934",0.794459328055382
"935",0.849136024713516
"936",0.159982860088348
"937",0.849136024713516
"938",0.200367748737335
"939",0.809230118989944
"940",0.739645540714264
"941",0.754596933722496
"942",0.659114688634872
"943",0.172458946704865
"944",0.696672737598419
"945",0.682427585124969
"946",0.794459328055382
"947",0.120878040790558
"948",0.833036705851555
"949",0.685762047767639
"950",0.270632088184357
"951",0.739645540714264
"952",0.231718838214874
"953",0.238821923732758
"954",0.849136024713516
"955",0.471043348312378
"956",0.849136024713516
"957",0.836832031607628
"958",0.542669624090195
"959",0.172458946704865
"960",0.180415332317352
"961",0.813796490430832
"962",0.819356098771095
"963",0.120878040790558
"964",0.228594124317169
"965",0.120878040790558
"966",0.791645064949989
"967",0.200367748737335
"968",0.141003608703613
"969",0.727997153997421
"970",0.821151733398438
"971",0.270632088184357
"972",0.849136024713516
"973",0.228594124317169
"974",0.231718838214874
"975",0.270632088184357
"976",0.827479407191277
"977",0.328673779964447
"978",0.849136024713516
"979",0.206943154335022
"980",0.849136024713516
"981",0.180415332317352
"982",0.849136024713516
"983",0.73404660820961
"984",0.763040632009506
"985",0.496803283691406
"986",0.564919233322144
"987",0.5238898396492
"988",0.228594124317169
"989",0.111630082130432
"990",0.194116652011871
"991",0.780438244342804
"992",0.771620184183121
"993",0.593915373086929
"994",0.771408095955849
"995",0.21607506275177
"996",0.192552745342255
"997",0.734567523002625
"998",0.849136024713516
"999",0.763828456401825
"1000",0.194116652011871
"1001",0.771408095955849
"1002",0.261042296886444
"1003",0.729379504919052
"1004",0.496803283691406
"1005",0.332959115505219
"1006",0.645589798688889
"1007",0.754596933722496
"1008",0.471043348312378
"1009",0.827479407191277
"1010",0.111630082130432
"1011",0.281980037689209
"1012",0.194116652011871
"1013",0.827479407191277
"1014",0.21607506275177
"1015",0.827479407191277
"1016",0.159982860088348
"1017",0.362323582172394
"1018",0.745787382125854
"1019",0.791843429207802
"1020",0.843757852911949
"1021",0.180415332317352
"1022",0.111630082130432
"1023",0.739645540714264
"1024",0.134399592876434
"1025",0.180415332317352
"1026",0.38035249710083
"1027",0.392091393470764
"1028",0.849136024713516
"1029",0.807083949446678
"1030",0.849136024713516
"1031",0.836832031607628
"1032",0.135949373245239
"1033",0.180415332317352
"1034",0.180415332317352
"1035",0.821151733398438
"1036",0.332959115505219
"1037",0.821151733398438
"1038",0.762392103672028
"1039",0.843452394008636
"1040",0.739645540714264
"1041",0.500658601522446
"1042",0.288770735263824
"1043",0.849136024713516
"1044",0.757151305675507
"1045",0.571919113397598
"1046",0.349836945533752
"1047",0.82687021791935
"1048",0.349233269691467
"1049",0.771408095955849
"1050",0.813796490430832
"1051",0.111630082130432
"1052",0.849136024713516
"1053",0.807083949446678
"1054",0.639712393283844
"1055",0.703890562057495
"1056",0.257033228874207
"1057",0.215186417102814
"1058",0.679690301418304
"1059",0.135949373245239
"1060",0.843757852911949
"1061",0.791645064949989
"1062",0.849136024713516
"1063",0.206943154335022
"1064",0.843757852911949
"1065",0.742848724126816
"1066",0.111630082130432
"1067",0.801503092050552
"1068",0.111630082130432
"1069",0.58485209941864
"1070",0.739645540714264
"1071",0.849136024713516
"1072",0.849136024713516
"1073",0.111630082130432
"1074",0.827479407191277
"1075",0.827479407191277
"1076",0.821151733398438
"1077",0.19196218252182
"1078",0.833036705851555
"1079",0.794459328055382
"1080",0.807083949446678
"1081",0.791645064949989
"1082",0.746017217636108
"1083",0.819698497653008
"1084",0.745136916637421
"1085",0.843757852911949
"1086",0.82687021791935
"1087",0.827479407191277
"1088",0.739645540714264
"1089",0.834768980741501
"1090",0.135949373245239
"1091",0.813796490430832
"1092",0.595658987760544
"1093",0.194116652011871
"1094",0.180415332317352
"1095",0.849136024713516
"1096",0.159982860088348
"1097",0.610240519046783
"1098",0.278783857822418
"1099",0.111630082130432
"1100",0.200367748737335
"1101",0.111630082130432
"1102",0.18537575006485
"1103",0.798388451337814
"1104",0.633965402841568
"1105",0.821151733398438
"1106",0.813126236200333
"1107",0.362323582172394
"1108",0.771620184183121
"1109",0.270632088184357
"1110",0.270632088184357
"1111",0.111630082130432
"1112",0.843757852911949
"1113",0.652597367763519
"1114",0.754596933722496
"1115",0.335298359394073
"1116",0.180415332317352
"1117",0.231718838214874
"1118",0.111630082130432
"1119",0.746017217636108
"1120",0.703890562057495
"1121",0.120878040790558
"1122",0.838713377714157
"1123",0.270632088184357
"1124",0.401898145675659
"1125",0.771408095955849
"1126",0.831102475523949
"1127",0.813796490430832
"1128",0.843452394008636
"1129",0.757151305675507
"1130",0.819698497653008
"1131",0.111630082130432
"1132",0.838713377714157
"1133",0.352825343608856
"1134",0.843452394008636
"1135",0.270632088184357
"1136",0.111630082130432
"1137",0.843757852911949
"1138",0.674256324768066
"1139",0.120878040790558
"1140",0.228594124317169
"1141",0.739645540714264
"1142",0.754596933722496
"1143",0.200367748737335
"1144",0.833036705851555
"1145",0.819356098771095
"1146",0.82687021791935
"1147",0.215186417102814
"1148",0.0870971083641052
"1149",0.838713377714157
"1150",0.200367748737335
"1151",0.111630082130432
"1152",0.833036705851555
"1153",0.849136024713516
"1154",0.538753747940063
"1155",0.849136024713516
"1156",0.494260549545288
"1157",0.270632088184357
"1158",0.111630082130432
"1159",0.682427585124969
"1160",0.798388451337814
"1161",0.180415332317352
"1162",0.739645540714264
"1163",0.849136024713516
"1164",0.111630082130432
"1165",0.843757852911949
"1166",0.739645540714264
"1167",0.702231764793396
"1168",0.849136024713516
"1169",0.849136024713516
"1170",0.849136024713516
"1171",0.682427585124969
"1172",0.79053071141243
"1173",0.769253373146057
"1174",0.849136024713516
"1175",0.352825343608856
"1176",0.773264974355698
"1177",0.401898145675659
"1178",0.159982860088348
"1179",0.849136024713516
"1180",0.827479407191277
"1181",0.674256324768066
"1182",0.645101577043533
"1183",0.111630082130432
"1184",0.849136024713516
"1185",0.73404660820961
"1186",0.180415332317352
"1187",0.754596933722496
"1188",0.838713377714157
"1189",0.849136024713516
"1190",0.118028998374939
"1191",0.727756947278976
"1192",0.849136024713516
"1193",0.111630082130432
"1194",0.288770735263824
"1195",0.496803283691406
"1196",0.843452394008636
"1197",0.120878040790558
"1198",0.771408095955849
"1199",0.392091393470764
"1200",0.238821923732758
"1201",0.827479407191277
"1202",0.736113846302032
"1203",0.488050162792206
"1204",0.821151733398438
"1205",0.849136024713516
"1206",0.172458946704865
"1207",0.703890562057495
"1208",0.618011981248856
"1209",0.111630082130432
"1210",0.593915373086929
"1211",0.754596933722496
"1212",0.838713377714157
"1213",0.813796490430832
"1214",0.134399592876434
"1215",0.843757852911949
"1216",0.849136024713516
"1217",0.836832031607628
"1218",0.745136916637421
"1219",0.754596933722496
"1220",0.739645540714264
"1221",0.821151733398438
"1222",0.843452394008636
"1223",0.111630082130432
"1224",0.807083949446678
"1225",0.798388451337814
"1226",0.739645540714264
"1227",0.843757852911949
"1228",0.821151733398438
"1229",0.849136024713516
"1230",0.702053755521774
"1231",0.836832031607628
"1232",0.194116652011871
"1233",0.352825343608856
"1234",0.827479407191277
"1235",0.270632088184357
"1236",0.294666349887848
"1237",0.798388451337814
"1238",0.807083949446678
"1239",0.754596933722496
"1240",0.401898145675659
"1241",0.703890562057495
"1242",0.471043348312378
"1243",0.73404660820961
"1244",0.111630082130432
"1245",0.180415332317352
"1246",0.73404660820961
"1247",0.849136024713516
"1248",0.815885007381439
